ID,Name,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
0x16ac6,Zieminskid,56,39206.98,2969.248333,1,5,3,3_,"Credit-Builder Loan, Student Loan, and Home Equity Loan",4,11,4.15,1823,Good,780.54,28.62451942,18 Years and 4 Months,No,55.82968367,39.62162907,High_spent_Large_value_payments,441.4735206
0x16ad2,Suvashreea,32,32151.76,2591.313333,7,10,3120,9,"Payday Loan, Student Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, Student Loan, and Mortgage Loan",38,17,20.53,15,Bad,2598.41,36.0189089,7 Years and 4 Months,Yes,181.9650732,346.3109798,Low_spent_Small_value_payments,20.85528032
0x16ade,Grallal,39,61648.24,4845.353333,10,8,15,8_,"Student Loan, Not Specified, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Payday Loan",35,18,28.28,1996,Bad,4129.59,36.68048599,3 Years and 9 Months,Yes,358.9967146,147.7609702,Low_spent_Medium_value_payments,257.7776485
0x16aea,Stanley Whiten,30_,17946.85,1437.570833,8,10,2466,6,"Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Payday Loan, and Student Loan",39,22,22.61,8,Bad,4348.48,30.19505313,7 Years and 0 Months,Yes,53.6106233,,!@9#%8,216.9979427
0x16af7,Dani,48,38458.71,3116.8925,0,3,8,0,,3,0,9.77,1,Good,855.44,26.50500723,33 Years and 4 Months,No,0,78.44138781,High_spent_Medium_value_payments,483.2478622
0x16b02,Sarahf,40,60015.0_,,7,7,24,2,"Home Equity Loan, and Debt Consolidation Loan",14,15,11.41,11,Standard,2461.7,30.73837002,NA,Yes,75.68353222,606.2266749,Low_spent_Small_value_payments,114.5147929
0x16b1a,Paul Lienertn,38,71830.0_,,6,5,25,8,"Student Loan, Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Auto Loan, and Payday Loan",43,,23.91,7,Bad,2952.58,26.71098245,11 Years and 6 Months,Yes,405.068005,485.3044983,Low_spent_Small_value_payments,
0x16b26,"OBrien""p",45,33531.29,2994.274167,2,5,5,2,"Student Loan, and Credit-Builder Loan",3,2,5.94,5,Good,1033.9,24.98081308,31 Years and 1 Months,No,35.08763184,,Low_spent_Small_value_payments,214.9405759
0x16b32,Reynoldsw,15,46744.62,4111.385,7,9,27,2,"Not Specified, and Credit-Builder Loan",18,8,9.45,9,_,2009.75,34.02284166,20 Years and 0 Months,Yes,77.75856143,130.251553,!@9#%8,453.1283856
0x16b3e,Rebekah Kebedej,42,51172.62,4221.385,3,5,22,7,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, and Debt Consolidation Loan",20,11,13.09,,_,1980.82,27.72270247,15 Years and 4 Months,Yes,159.8717559,343.689261,Low_spent_Large_value_payments,188.5774831
0x16b4a,Chris Stebbinse,18,86200.8,7470.4,7,3,12,5,"Payday Loan, Debt Consolidation Loan, Auto Loan, Payday Loan, and Payday Loan",11,8,19.07,9,Standard,1441.59,33.37499759,11 Years and 0 Months,Yes,268.6121352,99.32345344,High_spent_Large_value_payments,619.1044114
0x16b56,Georgina Prodhanm,26_,14646.28,1186.523333,6,3,17,6,"Credit-Builder Loan, Payday Loan, Payday Loan, Not Specified, Auto Loan, and Personal Loan",21,20,8.96,9,Standard,522.36,31.53844511,17 Years and 0 Months,Yes,45.64989385,114.5785265,Low_spent_Medium_value_payments,238.4239129
0x16b6e,"""Johnt",26,20823.28,1473.273333,7,6,25,7,"Student Loan, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Mortgage Loan",26,28,30.59,12,Bad,2634.7,28.62884781,2 Years and 11 Months,Yes,85.86895832,131.2013271,Low_spent_Small_value_payments,220.2570479
0x16b86,Evelinex,35,146861.12_,,4,7,9,3,"Payday Loan, Auto Loan, and Personal Loan",17,18,15.75,11,Standard,1368.79,26.39388283,9 Years and 10 Months,Yes,310.4369289,522.7854218,Low_spent_Medium_value_payments,698.2203159
0x16b92,Stephensone,34,20587.96,1953.663333,8,5,12,2,"Debt Consolidation Loan, and Payday Loan",30,9,13.87,3,Standard,854.63,31.78252461,18 Years and 6 Months,Yes,26.53316472,107.5740615,!@9#%8,321.2591071
0x16baa,Ryano,22,34334.9,2999.241667,5,6,8,3,"Debt Consolidation Loan, Auto Loan, and Student Loan",8,1,5.58,3,Good,1094.04,37.58482672,27 Years and 1 Months,No,74.3470994,142.7443094,Low_spent_Small_value_payments,372.8327578
0x16bb7,Natalie Wrightp,52,96943.47,8107.6225,0,5,4,3,"Home Equity Loan, Mortgage Loan, and Debt Consolidation Loan",15,11,6.62,4,Good,304.31,30.04239624,27 Years and 8 Months,No,175.8727077,158.3714095,High_spent_Medium_value_payments,726.5181327
0x16bc3,"ODonnell""w",24,14143.68,925.64,7,10,26,9,"Payday Loan, Student Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",38,12,29.31,9,Bad,3729.82,23.29237267,3 Years and 8 Months,Yes,99.62050644,106.957741,Low_spent_Small_value_payments,175.9857526
0x16bce,Pedro dad,24,19181.19,1351.4325,1,5,4,1,Mortgage Loan,-1,9,5.25,1,Good,834.41,30.70936786,18 Years and 11 Months,No,55708,110.9326366,Low_spent_Medium_value_payments,292.6917186
0x16bda,Gormanu,16,10190.065,845.1720833,8,7,11,5,"Student Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Payday Loan",6,14,13.19,10,Standard,962.78,26.67070939,8 Years and 3 Months,Yes,22.5480028,81.3393058,!@9#%8,270.6298997
0x16be6,Charlesh,49,34053.28,2782.773333,3,6,5,3,"Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",1,4,5.81,3,Good,1033.06,24.32485363,32 Years and 9 Months,NM,72.56396912,192.3631791,High_spent_Small_value_payments,273.3501851
0x16bf2,Taro Fusev,46,17092.69_,1695.390833,7,3,19,-100,"Not Specified, Not Specified, Mortgage Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Mortgage Loan",21,14,16.4,8,_,1417.06,32.36359661,12 Years and 6 Months,Yes,62.79425952,__10000__,Low_spent_Small_value_payments,302.5319232
0x16bfe,Natej,45,41734.76,3688.896667,8,4,5,1,Student Loan,29,10,11.1,2,Standard,297.64,23.78755911,20 Years and 4 Months,No,19.35073095,142.0748405,High_spent_Medium_value_payments,457.4640952
0x16c0a,Kimb,26,16100.17_,1184.680833,9,5,20,7,"Home Equity Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Auto Loan, Payday Loan, and Home Equity Loan",52,16_,18.09,10,Standard,2375.63,32.30368425,7 Years and 1 Months,NM,74571,__10000__,High_spent_Small_value_payments,223.1249235
0x16c3a,chief Asiah,4187,89154.27,,3,4,17,2,"Payday Loan, and Payday Loan",5,13,12.58,10,Standard,102.66,40.201835,22 Years and 7 Months,Yes,146.0967368,124.5553882,High_spent_Large_value_payments,691.700125
0x16c46,Valetkevitchi,33,14804.08,979.6733333,6,9,19,7,"Mortgage Loan, Payday Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Auto Loan, and Auto Loan",24,14,23.06,12,Bad,3195.13,38.6874278,7 Years and 11 Months,Yes,58099,106.8453163,Low_spent_Small_value_payments,199.8546273
0x16c53,Joeq,25,88918.54,7657.878333,4,4,11,2,"Mortgage Loan, and Auto Loan",21,8,1.24,6,Good,1194.53,31.5499765,25 Years and 1 Months,No,110.4176553,244.4427575,Low_spent_Medium_value_payments,690.9274206
0x16c5e,Kathyy,43,7296.72,840.06,8,6,29,5,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Home Equity Loan, and Student Loan",16,14,17.65,13,Standard,2567.89,26.95468928,6 Years and 7 Months,Yes,30.01460072,89.95401607,Low_spent_Small_value_payments,254.0373832
0x16c6a,Miyoungu,48,82230.76,6853.563333,1,3,5,0,,1,,6.05,6,Good,1260.01,36.45858625,31 Years and 1 Months,No,0,666.2114929,Low_spent_Small_value_payments,309.1448404
0x16c77,Adinarayanx,22,16140.325,1309.027083,4,4,9,3,"Not Specified, Not Specified, and Debt Consolidation Loan",5,11,8.07,6,Standard,382.28,38.6595899,22 Years and 0 Months,Yes,38.45894324,58.0318508,Low_spent_Small_value_payments,324.4119143
0x16c82,Roumeliotisb,28,14817.665,1351.805417,6,5,7,2,"Credit-Builder Loan, and Not Specified",22,6,1.29,2,Good,1150.18,26.71252041,24 Years and 10 Months,NM,13.26910048,,High_spent_Large_value_payments,334.500372
0x16c8e,Janowskio,24,70015.36,,8,4,7,6,"Personal Loan, Personal Loan, Not Specified, Mortgage Loan, Auto Loan, and Debt Consolidation Loan",26,3945,16.68,7,Standard,134.86,22.69065688,11 Years and 9 Months,Yes,351.3214863,247.2658705,Low_spent_Medium_value_payments,295.8663199
0x16c9a,"""John ODonnell""h",29,33312.69,3048.0575,3,6,5,0,,29,17,8.23,4,Standard,499.74,31.229708,22 Years and 4 Months,Yes,0,100.3700692,High_spent_Medium_value_payments,454.4356808
0x16cb3,Alexeij,27,35664.22,2686.018333,9,7,17,5,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",27,14,3.24,11,Bad,4259.04,38.11036624,2 Years and 10 Months,Yes,137.8839913,88.2831213,High_spent_Small_value_payments,302.4347208
0x16cc0,Singha,28,65668.78,5238.398333,2,1167,4,4,"Personal Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",9,8,7.36,2,Good,1261.43,26.78442641,29 Years and 6 Months,No,135.1487396,355.8489085,Low_spent_Medium_value_payments,312.8421851
0x16cca,Rob Taylors,42,8786.87,592.2391667,9,9,21,3,"Personal Loan, Student Loan, and Personal Loan",18,19,4.92,13,Bad,1751.32,40.4577232,17 Years and 5 Months,Yes,16.80742803,37.76287725,Low_spent_Small_value_payments,294.6536114
0x16cd6,imarte Walterx,45,69279.38,5836.281667,3,5,8,0,,2,10,9.25,3,Good,1475,39.41242104,20 Years and 7 Months,No,0,156.6675053,High_spent_Medium_value_payments,676.9606614
0x16ce2,Dan Levinen,16,18867.73,1863.310833,79,10,15,6,"Auto Loan, Auto Loan, Auto Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",32,20,6,6,_,2622.43,30.10596721,9 Years and 10 Months,Yes,88.65516365,69.95354286,!@9#%8,297.7223768
0x16cee,Karl Plumel,28,82330.2_,6731.85,9,10,20,3,"Debt Consolidation Loan, Student Loan, and Mortgage Loan",41,20,19.76,9,Bad,1679.91,34.76037852,8 Years and 11 Months,Yes,155.619419,540.1624001,Low_spent_Small_value_payments,267.4031809
0x16d07,Agnieszka Barteczkon,27,14562.88,1069.573333,7,4,18,4,"Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",8,9,11.05,12,Standard,1619.56,36.84141746,16 Years and 5 Months,Yes,43.28729267,11.75400007,High_spent_Medium_value_payments,301.9160406
0x16d12,Sayantani Ghoshi,44,17633.71,1489.475833,5,4,9,7,"Payday Loan, Payday Loan, Home Equity Loan, Personal Loan, Auto Loan, Auto Loan, and Debt Consolidation Loan",24,12,15.8,9,Standard,1488.8,28.82539012,6 Years and 11 Months,Yes,62.0552962,56.35663892,Low_spent_Small_value_payments,320.5356482
0x16d1e,Sikkau,16,103345.12,7880.753239,3,6,14,5,"Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Student Loan",22,13,7.52,6,Standard,100.7,32.06251226,6 Years and 10 Months,Yes,817.9870257,305.2172111,Low_spent_Large_value_payments,507.2451913
0x16d2a,Ori Lewiss,34,94559.73,7712.9775,3,6,11,4,"Payday Loan, Mortgage Loan, Auto Loan, and Auto Loan",8,10,7.83,4,Good,52.5,26.54805535,28 Years and 6 Months,No,183.7356808,271.7364041,Low_spent_Large_value_payments,585.8256651
0x16d36,Stellav,28,14089.595,1350.132917,4,7,12,2,"Debt Consolidation Loan, and Personal Loan",13,18,9.68,6,Standard,586.69,28.07173341,11 Years and 5 Months,Yes,31704,36.4969728,High_spent_Small_value_payments,345.1470651
0x16d42,Alisterp,20,79846.48,6576.873333,5,3,1,2,"Credit-Builder Loan, and Credit-Builder Loan",19,,3.93,0,Good,1187.67,25.07765572,20 Years and 9 Months,No,132.5088523,344.2136819,Low_spent_Medium_value_payments,460.9647991
0x16d4e,Calebw,51,36372.21_,3269.0175,5,4,5,4,"Auto Loan, Auto Loan, Home Equity Loan, and Student Loan",9,6,11.78,5,Good,1455.94,30.92573087,NA,No,105.7973738,72.74969305,High_spent_Medium_value_payments,398.3546832
0x16d5a,Mirna Sleimane,17,59993.32,4957.443333,5,4,16,6_,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, and Mortgage Loan",19,13,10.61,11,_,1326.5,29.0277267,9 Years and 11 Months,Yes,205.9893195,205.9766342,High_spent_Small_value_payments,343.7783796
0x16d66,Mutikanil,46,28817.1,2191.425,5,4,3,2_,"Home Equity Loan, and Not Specified",5,8,_,2,Good,890.13,39.04855643,25 Years and 1 Months,No,24.25052608,43.14624321,High_spent_Large_value_payments,391.7457307
0x16d72,Bernieo,15,54174.51,4236.5425,6,6,18,7,"Personal Loan, Personal Loan, Mortgage Loan, Not Specified, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",55,26,3.02,17,Bad,2236.88,33.84399364,6 Years and 7 Months,Yes,226.640384,103.4428438,High_spent_Medium_value_payments,343.5710222
0x16d8b,Edward Taylork,38,10152.935,748.0779167,6,3,16,6,"Personal Loan, Mortgage Loan, Mortgage Loan, Not Specified, Auto Loan, and Mortgage Loan",17,15_,15.61,7,_,2183.27,33.6083361,6 Years and 11 Months,Yes,30.20465335,78.05369674,Low_spent_Small_value_payments,256.5494416
0x16d96,Rebecca Hamiltonx,39,34134.78,2707.565,8,7,25,7,"Student Loan, Payday Loan, Mortgage Loan, Auto Loan, Not Specified, Not Specified, and Debt Consolidation Loan",4,17,19.06,15,Standard,2374.78,36.80111784,14 Years and 3 Months,Yes,195.5160025,53.48709151,High_spent_Large_value_payments,261.753406
0x16da2,Economics Correspondentg,20_,46927.68,3725.64,8,7,21,8,"Student Loan, Credit-Builder Loan, Personal Loan, Student Loan, Student Loan, Student Loan, Home Equity Loan, and Not Specified",34,15,5.29,10,Bad,1875.62,23.93025119,17 Years and 1 Months,Yes,237.2213775,__10000__,High_spent_Small_value_payments,306.1459446
0x16dae,Langi Chiange,37,37261.78_,3029.682949,5,4,2,1_,Not Specified,16,4,3.72,5,Good,1106.94,38.94502616,32 Years and 1 Months,No,360.428952,235.349985,Low_spent_Small_value_payments,361.8012811
0x16dde,Xiaoyip,34,93704.19,7905.6825,3,4,20,2,"Mortgage Loan, and Home Equity Loan",26,15,19.21,5,Standard,1194.35,33.79827707,28 Years and 11 Months,Yes,88.93927103,394.084102,Low_spent_Medium_value_payments,587.544877
0x16dea,Kevin Limr,30,50352.39,4480.0325,9,10,32,8,"Home Equity Loan, Debt Consolidation Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",41,25,22.46,11,_,4362.59,27.74364955,3 Years and 9 Months,Yes,258.7163491,139.214808,High_spent_Medium_value_payments,300.0720929
0x16df6,Orann,32_,20986.9,1953.908333,10,7,16,7,"Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Personal Loan",48,17,17.61,15,Standard,2523.34,26.44972386,16 Years and 4 Months,Yes,57184,__10000__,Low_spent_Large_value_payments,236.5409462
0x16e02,Valetkevitchy,33,8717.04,499.5147591,8,3,18,4,"Mortgage Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",12,13,10.74,10,Standard,2286.03,27.65187766,15 Years and 5 Months,Yes,63.23082678,33.47296259,High_spent_Small_value_payments,256.0434516
0x16e0e,Edwardst,33,33949.42,3102.118333,5,6,5,2,"Home Equity Loan, and Credit-Builder Loan",7,17,3.15,3,Standard,385.92,31.61299869,NA,No,47977,,High_spent_Small_value_payments,394.8009503
0x16e1a,Ernestd,52,34640.23,2897.685833,6,4,10,1,Credit-Builder Loan,12,11,13.1,2,_,714.2,33.71399195,22 Years and 9 Months,NM,26.83808377,,Low_spent_Large_value_payments,396.7927775
0x16e26,Reddallx,21,106674.51,8657.5425,7,4,17,0_,,26,11,4.24,8,_,316.39,41.26031866,19 Years and 11 Months,No,0,230.2315992,High_spent_Medium_value_payments,885.5226508
0x16e32,Ashley Lauo,49,11526.465,704.53875,5,7,9,1024,"Personal Loan, Mortgage Loan, Not Specified, and Mortgage Loan",9,14,4.64,7,Good,146.9,40.3626958,30 Years and 10 Months,No,32.14924926,55.84279671,Low_spent_Large_value_payments,252.461829
0x16e3e,Amran Abocarn,34,72690.44,5995.536667,8,5,34,9,"Not Specified, Credit-Builder Loan, Mortgage Loan, Personal Loan, Not Specified, Student Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",17,22,2.49,9,Bad,2686.24,22.96206466,20 Years and 7 Months,NM,377.8057201,126.3442792,High_spent_Medium_value_payments,345.4036674
0x16e4a,Ilainau,39,8707.38,426.5909733,4,4,23,4,"Home Equity Loan, Mortgage Loan, Student Loan, and Debt Consolidation Loan",14,,16.68,8,Standard,1684.57,37.33840535,11 Years and 5 Months,Yes,48.50746855,21.16722466,Low_spent_Medium_value_payments,286.0108335
0x16e62,David Ingramq,34,14021.495,1077.457917,7,5,16,2,"Debt Consolidation Loan, and Payday Loan",30,16,11.19,11,Standard,263.51,26.01202257,13 Years and 6 Months,Yes,13.54653842,27.497437,High_spent_Medium_value_payments,316.7018162
0x16e6e,Toni Clarkem,39_,71112.84,5885.07,6,4,11,1,Credit-Builder Loan,23,8,_,7,_,432.53,42.7379934,20 Years and 1 Months,No,53.42699481,142.5257148,High_spent_Small_value_payments,652.5542904
0x16e7a,Nickelq,55,71878.92,6072.91,2,1,5,2,"Personal Loan, and Student Loan",15,7,11.24,1,_,664.92,30.41966163,32 Years and 1 Months,No,46178,392.7143545,High_spent_Small_value_payments,386.5543527
0x16e86,enf,47,18186.22,1761.518333,795,4,15,0,,22,15,12.49,4,_,1.42,30.82557034,19 Years and 3 Months,No,0,113.7400628,Low_spent_Small_value_payments,352.4117705
0x16e92,Ormsbya,22,53709.66,4375.805,10,314,29,8,"Mortgage Loan, Student Loan, Personal Loan, Not Specified, Credit-Builder Loan, Student Loan, Personal Loan, and Payday Loan",29,13,9.47,12,Bad,3069.57,35.49511457,9 Years and 11 Months,Yes,321.4931552,91.7205125,!@9#%8,264.3668323
0x16e9e,Stempelw,19,161689.72,13532.14333,0,7,6,0_,,18,3,1.59,5,Good,1050.75,33.71161761,28 Years and 10 Months,No,47719,155.3634977,!@9#%8,1437.850836
0x16eaa,Carriea,26,16465.61,1221.134167,3,3,5515,2,"Not Specified, and Personal Loan",3,1,8.3,1,_,1165.7,30.12875382,30 Years and 4 Months,No,19.67313463,143.2763465,Low_spent_Small_value_payments,249.1639355
0x16eb6,Harrieto,41,95895.72,7851.31,0,5,3,-100,"Home Equity Loan, Auto Loan, and Not Specified",10,9,1.75,2,Good,553.13,40.81840702,26 Years and 9 Months,No,164.8155675,170.8675411,High_spent_Large_value_payments,689.4478914
0x16ec2,Tanyab,17,8723.565,506.96375,10,10,33,9,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",45,24,16.6,14,_,4200.42,35.47637519,13 Years and 1 Months,Yes,45.16312883,33.1303023,Low_spent_Small_value_payments,262.4029439
0x16eda,Mike Dolanu,18,42519.57,3734.2975,9,9,26,8,"Debt Consolidation Loan, Personal Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Student Loan, Student Loan, and Personal Loan",47,24,24.1,8,Bad,2703.93,25.12509668,7 Years and 9 Months,Yes,238.3268814,256.3314684,Low_spent_Medium_value_payments,158.7714001
0x16ee6,Deepa Seetharamanq,33,16465.64,,5,6,5,2,"Auto Loan, and Mortgage Loan",15,15,8.56,0,Standard,885.35,27.40996986,15 Years and 10 Months,Yes,26.10407861,,Low_spent_Small_value_payments,236.6212751
0x16ef2,Pauls,43_,69035.64,5691.97,8,9,30,7,"Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",51,24,7.32,9,Bad,1931.25,29.13993034,10 Years and 4 Months,NM,352.9809971,431.623904,Low_spent_Large_value_payments,54.59209881
0x16efe,Reaneya,45,18295.61,1456.634167,7,6,27,7,"Not Specified, Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",7,10,13.24,11,Standard,2041.46,23.38515075,18 Years and 6 Months,Yes,69.27282416,__10000__,Low_spent_Medium_value_payments,299.520311
0x16f0a,Virkiu,16,34620.62,2588.051667,3,5,25,2,"Auto Loan, and Debt Consolidation Loan",6,17,11.23,9,Standard,1690.69,39.69572125,15 Years and 11 Months,Yes,41.96470261,27.66460216,High_spent_Medium_value_payments,439.1758619
0x16f16,Taylorz,49,19986.36,1864.53,7,7,7,1,Credit-Builder Loan,20,13,1.77,4,Standard,669.47,26.84034189,22 Years and 7 Months,No,13.37928224,,High_spent_Medium_value_payments,385.3705063
0x16f22,Johnsont,27,20487.1,1622.258333,8,10,20,3,"Personal Loan, Auto Loan, and Personal Loan",39,19,8.75,12,Bad,2654.31,36.03807866,5 Years and 9 Months,Yes,30.62296453,58.16030062,Low_spent_Large_value_payments,343.4425682
0x16f2e,Victoria Bryano,25,16399.77,1114.6475,9,5,29,8,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Debt Consolidation Loan",24,17,15.04,9,Bad,4667.4,26.65358833,4 Years and 11 Months,Yes,61.99932742,70.20073004,Low_spent_Medium_value_payments,259.2646925
0x16f3a,Denny Thomase,46,30812.96,2422.746667,1,7,3,1,Credit-Builder Loan,10,3,_,4,Good,990.47,29.39565411,29 Years and 9 Months,No,24.06489016,59.93243344,Low_spent_Large_value_payments,428.2773431
0x16f46,Nick Browno,25,38721.44,3340.786667,6,6,19,5,"Mortgage Loan, Home Equity Loan, Payday Loan, Not Specified, and Student Loan",24,23,20.87,9,_,3467.82,40.57057613,13 Years and 10 Months,Yes,87.26862846,__10000__,High_spent_Medium_value_payments,358.2964404
0x16f5e,Joe Silhav,15,19132.66,1583.388333,4,3,32,4,"Student Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",12,17,7.2,7,Standard,2404.05,41.38188267,15 Years and 3 Months,Yes,45.17437938,41.7084354,High_spent_Small_value_payments,331.4560185
0x16f6a,Christiaane,43,19833.55,1674.795833,7,7,23,4,"Not Specified, Home Equity Loan, Auto Loan, and Credit-Builder Loan",28,20,2.88,9,Bad,1316.95,37.69599437,7 Years and 3 Months,Yes,50.84005949,70.38609748,High_spent_Small_value_payments,306.2534264
0x16f76,Kerberl,39,57818.72,4864.226667,7,7,21,2,"Student Loan, and Credit-Builder Loan",53,16,8.09,12,Bad,2348.77,25.48762739,14 Years and 7 Months,NM,73.70957048,153.1072455,High_spent_Medium_value_payments,509.6058507
0x16f9a,Ianb,37,103044.24,8310.02,6,7,5,2,"Personal Loan, and Home Equity Loan",28,17,11.93,1,Standard,1196.09,34.65191608,17 Years and 6 Months,Yes,96.72786455,774.1643911,Low_spent_Large_value_payments,230.1097443
0x16fb2,Foot,22,76019.68,6602.973333,9,6,29,8,"Personal Loan, Student Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Payday Loan",16,,8.44,,_,1743.81,32.28944642,7 Years and 1 Months,Yes,390.5887994,84.19077531,High_spent_Large_value_payments,425.5177586
0x16fbe,Ananthalakshmif,53,31950.94,2697.578333,3,3,5,1,Credit-Builder Loan,26,17,9.43,4,_,256.26,34.55369013,16 Years and 3 Months,Yes,18.49667124,133.456371,Low_spent_Large_value_payments,387.8047911
0x16fca,Daveyd,50_,107742.32,,3,6,3,0,,11,20,1.88,9,Good,1158.65,27.91622803,16 Years and 5 Months,No,0,124.4895979,High_spent_Large_value_payments,991.6630687
0x16fd6,Andya,20,59459.07,,6,10,17,4,"Payday Loan, Personal Loan, Personal Loan, and Credit-Builder Loan",40,16,11.19,14,Standard,1736.21,34.75688012,NA,Yes,734.8485131,68.68342793,High_spent_Medium_value_payments,511.6093536
0x16fe2,Angela Moonh,50,30912.86,2351.071667,1,1,10,1,Personal Loan,4,-1,5.12,5,Good,834.22,26.35050847,32 Years and 11 Months,No,25.48899617,78.39937291,High_spent_Medium_value_payments,381.2187976
0x16fee,Rothackerk,34,39656.72,3369.726667,7,9,28,7,"Mortgage Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, and Payday Loan",41,24,26.05,6,Bad,3535.37,30.65288755,13 Years and 11 Months,NM,125.8476689,94.6697603,High_spent_Medium_value_payments,366.4552375
0x16ffa,Hetznern,28,54262.34,4625.861667,6,4,17,7,"Student Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",26,15,11.16,7,Standard,456.99,25.93183549,NA,Yes,264.7561035,184.1335571,Low_spent_Small_value_payments,303.696506
0x17012,Forgionej,21,32061.94,2373.828333,4,3,6,0,,8,4,2.56,3,Good,1443.42,26.86334316,21 Years and 7 Months,No,0,43.26719241,High_spent_Large_value_payments,434.1156409
0x1701e,Gerryu,32,60330.12,4952.51,6,5,26,3,"Not Specified, Auto Loan, and Home Equity Loan",24,15,8.97,14,Standard,2572.66,32.05723344,19 Years and 0 Months,NM,98.34791686,120.9486638,High_spent_Large_value_payments,515.9544194
0x1702a,Bosellip,29,122028.48,9899.04,2,7,8,3,"Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",28,11,10.35,2058,Good,53.04,31.35290073,25 Years and 11 Months,No,290.5185372,411.133151,High_spent_Medium_value_payments,538.2523118
0x17042,Feastp,56,22425.52,2018.793333,3,5,12,2,"Payday Loan, and Credit-Builder Loan",4,0,2.93,3,Good,1048.32,37.62878932,27 Years and 11 Months,NM,19.36062186,22.44303149,High_spent_Medium_value_payments,410.07568
0x1704e,Barri,35_,19656.96_,,8,6,32,9,"Payday Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Student Loan, Student Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",60,19,1.88,13,Bad,2525.19,30.55856678,3 Years and 9 Months,Yes,108.029029,87.53771159,!@9#%8,228.3412594
0x1705a,Chaudhrya,17,52116.66,4364.055,7,7,17,4,"Payday Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",18,10,14.7,8,Standard,2031.94,40.34740717,NA,NM,39420,130.5561555,High_spent_Medium_value_payments,440.8531343
0x17066,Marc Jonese,47,89057.64,7318.47,5,3,10,2,"Mortgage Loan, and Credit-Builder Loan",14,20,6.32,8,Standard,600.66,34.29967605,33 Years and 7 Months,No,75.72074705,376.9031422,Low_spent_Large_value_payments,549.2231107
